Date Made Public,Company,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude,breach_type_gA,breach_type_gB,breach_type_gC,breach_type_gD,region_A,region_B,age_of_Law,org_group,records_group,records_index,records_scale,type_scale,org_scale,severity_index1,severity_index2,severity_index3,severity_index4,severity_index5
2014-03-04,Eureka Internal Medicine,California,PHYS,MED,3534,"\N
Location of breached information: Paper/Films
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,West,West,16,F_regulated,Others,0.004249793114432556,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-03-05,St. Joseph Health System,Texas,HACK,MED,3300,"\N
Location of breached information: Network Server
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Hacker,Outsider,Online,Network,South,Southwest,10,F_regulated,Others,0.0039683976450558675,10.0,10,10,20.0,20.0,30.0,10.0,0.0
2014-03-07,"PracMan, Inc.",Alabama,HACK,MED,1145,"On January 10, 2014, a business associate (BA), PracMan, Inc., of two covered entities (CE), Monarch Women’s Health (Monarch) and Punuru J.M. Reddy, M.D., Inc. (Dr. Reddy), impermissibly disclosed the protected health information (PHI) of the CEs’ patients when the BA’s technology subcontractor, MASHNet, copied and stored computer files in error on an unsecured server.  The PHI included demographic, clinical, and financial information, including names, account numbers, insurance providers, procedures, diagnoses, social security numbers (SSN), and account balances affecting approximately 1,179 of Dr. Reddy’s patients and approximately 1,145 of Monarch’s patients.  The BA provided breach notification to HHS, affected individuals, and the media.  It also established a toll-free number and website dedicated to providing information regarding the breach, and offered one year of free credit monitoring to individuals whose SSN was potentially exposed online.  In response to the breach, the BA engaged a third party to perform a risk analysis of its operations and updated its privacy and security policies.  The BA ensured that the data was removed from the unsecured server and all cached copies of links to the PHI were removed.  OCR obtained assurances that the BA implemented the corrective actions listed above.  Additionally, the BA terminated its relationship with the subcontractor and restructured its corporate network.  
Location of breached information: Network Server
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Hacker,Outsider,Online,Network,South,Southeast,0,F_regulated,Others,0.0013769137283602935,10.0,10,10,20.0,20.0,30.0,10.0,0.0
2014-03-10,"PracMan, Inc.",Alabama,HACK,MED,1179,"\N
Location of breached information: Network Server
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Hacker,Outsider,Online,Network,South,Southeast,0,F_regulated,Others,0.0014178002495517782,10.0,10,10,20.0,20.0,30.0,10.0,0.0
2014-03-12,Mission City Community Network,California,PHYS,MED,7800,"In violation of the employer’s policies, a workforce member of the covered entity (CE), Mission City Community Network, Inc., sent an unsecured email to a business associate (BA) containing the protected health information (PHI) of 7,800 individuals.  The PHI included names, addresses, dates of birth, and insurance information.  During the investigation, OCR determined that the disclosure to the BA for payment purposes was permissible, as the email reached the intended BA, and there was no evidence that PHI was impermissibly disclosed to any other party.  OCR provided technical assistance to the CE. As a result of OCR’s investigation, the CE initiated a review and improvements to its HIPAA practices.
Location of breached information: Email
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,West,West,16,F_regulated,Others,0.009379848979222961,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-03-12,"University of California San Francisco , Privacy Manager Breach",California,PHYS,MED,9861,"On or about January 11, 2014, unencrypted desktop computers and unencrypted portable computer drives were stolen from the covered entity (CE), University of California San Francisco Family Medicine Center.  The types of protected health information (PHI) involved in the breach included names, dates of birth, mailing addresses, medical record numbers, social security numbers, and health insurance identification numbers, affecting 9,861 individuals.  The CE provided breach notification to HHS, affected individuals, and the media.  In response to the breach, the CE improved physical safeguards, changed or disabled usernames and passwords for accounts that were potentially at risk of compromise, and encrypted the remaining computers at the affected location as well as the replacement computers.  OCR obtained assurances that  the CE implemented the corrective actions noted above.
Location of breached information: Desktop Computer
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Mixed,Offline,Local,West,West,16,F_regulated,Others,0.011858293690271488,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-03-13,Detroit Medical Center - Harper University Hospital,Michigan,PHYS,MED,1087,"Patients’ medical information was found in the possession of an employee who had worked for the covered entity, Detroit Medical Center Harper University.  The protected health information (PHI) included the names, dates of birth, age, gender and reasons for visits for approximately 1,087 individuals. The CE provided breach  notification to HHS, affected individuals, and the media, and offered one year of credit protection and monitoring service at no cost to all affected patients.  OCR obtained documentation which showed that the CE implemented the corrective actions listed.
Location of breached information: Paper/Films
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,44.314844,-85.602364,Others,Mixed,Offline,Local,Midwest,Midwest,12,F_regulated,Others,0.0013071661333865843,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-03-13,"Todd M. Burton, M.D.",Texas,PHYS,MED,5000,"\N
Location of breached information: Other
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,31.968598999999998,-99.901813,Others,Mixed,Offline,Local,South,Southwest,10,F_regulated,Others,0.006012723704630103,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-03-14,Valley View Hospital Association,Colorado,HACK,MED,5415,"\N
Location of breached information: Desktop Computer, Laptop
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,39.550051,-105.782067,Hacker,Outsider,Online,Network,West,West,13,F_regulated,Others,0.006511779772114402,10.0,10,10,20.0,20.0,30.0,10.0,0.0
2014-03-16,Hospitalists of Arizona,Arizona,PHYS,MED,1706,"\N
Location of breached information: Laptop
Business associate present: No
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,34.048928000000004,-111.093731,Others,Mixed,Offline,Local,West,Southwest,13,F_regulated,Others,0.002051541328019791,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-03-17,TMA Practice Management Group,Texas,PHYS,MED,2260,"The covered entity (CE), McBroom Clinic, PA, signed a business associate (BA) agreement with TMA Practice Management Group to provide an operational assessment/audit. As part of the assessment the BA requested, and the CE provided, certain health information about patients. The protected health information (PHI) included clinical and insurance/payment information about patients. The CE copied some of the PHI to an unencrypted portable USB flash drive and sent it to the BA with other information in a package on January 7, 2014. Upon receipt of the empty package, the BA subsequently discarded it in the recycling receptacle.  On or around February 21, 2014, the Clinic contracted with AllClear ID to assist with the patient notification and mitigation efforts.  As a result of the breach, the CE instituted new procedures for extracting and sending PHI via portable media, including encryption. Due to OCR’s investigation, the CE was made aware of the following areas of improvement: risk analysis and staff training on policies and procedures. 
Location of breached information: Other Portable Electronic Device
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,31.968598999999998,-99.901813,Others,Mixed,Offline,Local,South,Southwest,10,F_regulated,Others,0.0027177511144928063,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2014-03-18,"StayWell Health Management, LLC",Minnesota,DISC,MED,1746,"The covered entity (CE), QBE Holdings, Inc. reported that its business associate (BA), StayWell Health Management LLC, disclosed 1,746 individual’s protected health information on the internet.  The PHI included names, email addresses, unique StayWell identification numbers, and information about participation in a wellness program.  The BA provided breach notification to HHS and affected individuals.  The BA also filed a separate breach report which was investigated by OCR.  As a result of the breach, the BA implemented procedures to address the data compromise issue which included the performance of an initial analysis and risk assessment.  Further, the BA implemented policies and procedures to safeguard PHI and trained its employees.  OCR obtained assurances that the BA implemented the corrective actions listed above.
Location of breached information: Network Server
Business associate present: Yes
",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,40.760537,-73.97889,Others,Insider,Others,Network,Midwest,Midwest,13,F_regulated,Others,0.0020996431176568318,10.0,1,10,11.0,20.0,21.0,7.0,27.0
